3928.846  5.5255e-18
3932.157  3.9602e-18
3935.468  1.8237e-18
3938.780  1.3386e-18
3942.091  3.0440e-18
3945.402 -4.6261e-19
3948.714  4.2154e-19
3952.025  3.9385e-18
3955.336  1.9807e-18
3958.648  4.2793e-18
3961.959 -4.6223e-19
3965.270  4.3109e-18
3968.582  3.0853e-18
3971.893  2.9523e-18
3975.204  1.8266e-19
3978.516  2.2793e-18
3981.827  3.2329e-19
3985.138  3.0299e-18
3988.450 -1.4150e-18
3991.761  1.9640e-18
3995.072 -1.5664e-18
3998.384 -3.0246e-18
4001.695 -1.8837e-18
4005.006 -2.6879e-18
4008.318 -6.9216e-19
4011.629  8.3704e-19
4014.940  2.0692e-18
4018.251  7.9118e-19
4021.563  2.1362e-18
4024.874  2.3393e-18
4028.186  5.1184e-18
4031.497  3.0465e-18
4034.808  1.7412e-18
4038.120  3.1803e-18
4041.431 -1.0752e-18
4044.742 -1.1758e-18
4048.053 -5.3512e-19
4051.365  1.7955e-18
4054.676  2.1926e-18
4057.988  1.8457e-18
4061.299  1.2907e-18
4064.610  2.2933e-18
4067.921  1.1000e-18
4071.233  1.2585e-18
4074.544  1.2221e-18
4077.855  7.4681e-19
4081.167  1.3828e-18
4084.478  7.1891e-19
4087.790  1.4577e-19
4091.101  6.8134e-19
4094.412  2.8987e-18
4097.724  1.0170e-18
4101.035 -4.6315e-19
4104.346  9.0541e-19
4107.657  6.7078e-19
4110.969  1.6379e-18
4114.280  4.3121e-19
4117.591  2.4883e-18
4120.903  2.2685e-18
4124.214  2.4567e-18
4127.525  2.9905e-18
4130.837  6.4588e-19
4134.148 -4.4865e-20
4137.459  1.3896e-19
4140.771  1.9289e-18
4144.082  1.4014e-18
4147.394  9.6144e-19
4150.705  9.8024e-19
4154.016  1.4387e-18
4157.328  1.3454e-18
4160.639  7.4458e-19
4173.884  9.5828e-19
4177.195  2.4307e-18
4180.507 -9.2062e-20
4183.818  1.4420e-18
4187.129  1.8923e-18
4190.441  2.0840e-18
4193.752  2.4243e-18
4197.063  1.0610e-18
4200.375  1.4527e-18
4203.686  1.3943e-18
4206.998  2.0091e-18
4210.309 -5.9682e-19
4213.620 -6.0162e-19
4216.931  1.1525e-19
4220.243  1.5311e-18
4223.554  3.3557e-19
4226.865  5.9658e-19
4230.177  7.5143e-19
4233.488  1.6712e-18
4236.799  1.6951e-18
4240.111  4.6527e-19
4243.422  1.6829e-18
4246.733  9.0503e-19
4250.044  1.4568e-18
4253.356  1.2732e-18
4256.667  2.9450e-19
4259.979  1.4932e-18
4263.290  8.6063e-19
4273.224  2.2241e-19
4276.535  1.4250e-18
4279.847  8.8466e-19
4283.158  1.2890e-18
4286.469  5.2376e-19
4289.781  4.7709e-19
4293.092  4.1731e-19
4296.403 -1.6982e-19
4299.715  9.7068e-19
4303.026  7.3978e-19
4306.337  2.6903e-19
4309.648  8.3969e-19
4312.960  9.5414e-19
4316.271  4.3454e-19
4319.583  4.9285e-19
4322.894  9.9365e-19
4326.205  1.1374e-18
4329.517  2.1536e-18
4332.828  1.5101e-18
4336.139  2.7900e-19
4339.451  7.5070e-19
4342.762  1.1166e-18
4346.073  7.2184e-19
4349.385  6.2536e-19
4352.696  6.0136e-19
4356.007  1.8340e-18
4359.318  1.2905e-18
4362.630  1.2522e-18
4365.941  8.1531e-19
4369.252  8.9964e-19
4372.564  2.8982e-19
4375.875  4.1667e-19
4379.187  2.0077e-18
