3664.788  1.7524e-18
3665.409  7.4288e-19
3666.031 -8.2054e-20
3666.652 -6.6158e-19
3667.274 -3.5857e-18
3667.896 -2.2375e-18
3668.517 -2.4601e-18
3669.139 -6.7481e-19
3669.760 -2.7907e-19
3670.382  1.2581e-19
3671.003 -4.5083e-20
3671.625 -2.4987e-18
3672.246 -3.3868e-18
3672.868  5.2250e-19
3673.490 -9.0461e-19
3674.111  9.3350e-19
3674.733  1.7247e-18
3675.354  7.5737e-19
3675.976  1.9609e-18
3676.597 -2.2089e-18
3677.219 -1.1644e-18
3677.841  1.7934e-18
3678.462  2.1314e-18
3679.084  3.2264e-18
3679.705  2.1280e-18
3680.327  7.6778e-19
3680.948 -3.2286e-19
3681.570  1.1224e-18
3682.192  1.7918e-18
3682.813  1.0065e-18
3683.435  1.0324e-18
3684.056  1.1103e-18
3684.678  1.5751e-18
3685.300  9.0670e-19
3685.921  5.6021e-19
3686.543  9.0096e-19
3687.164  2.6313e-18
3687.786  1.7810e-18
3688.407  5.4635e-19
3689.029  1.1283e-18
3689.650  1.6564e-18
3690.272  3.7176e-18
3690.894  2.3178e-18
3691.515 -1.1525e-18
3692.137  3.1362e-19
3692.758  1.5302e-18
3693.380  1.7420e-18
3694.001  3.4528e-19
3694.623  3.1524e-19
3695.245  1.6457e-18
3695.866  5.2593e-18
3696.488  3.6368e-18
3697.109  2.5336e-19
3697.731  2.7629e-18
3698.353 -7.1917e-20
3698.974  6.6063e-19
3699.596 -5.9163e-19
3700.217  1.2895e-20
3700.839  3.4222e-19
3701.460 -3.0060e-18
3702.082 -5.2115e-20
3702.703  1.4965e-18
3703.325  2.3958e-18
3703.947  1.4675e-18
3704.568  1.6222e-18
3705.190 -1.0591e-18
3705.811  1.1932e-18
3706.433 -5.4638e-20
3707.054 -1.8573e-18
3707.676 -2.2486e-18
3708.298 -4.8081e-19
3708.919 -6.5271e-19
3709.541  1.4741e-18
3710.162  2.0290e-18
3710.784  1.4894e-18
3711.406  1.1214e-18
3712.027  1.4144e-18
3712.649  1.5107e-18
3713.270  6.6671e-19
3713.892 -9.3877e-20
3714.513  7.2531e-19
3715.135 -6.9696e-19
3715.757  4.6151e-20
3716.378  5.0732e-18
3717.000  2.0549e-18
3717.621 -6.7339e-19
3718.243  5.6188e-19
3718.864  3.6888e-18
3719.486  1.3102e-18
3720.107  1.1577e-18
3720.729  3.1270e-19
3721.351 -1.1369e-18
3721.972 -2.7398e-18
3722.594 -2.3215e-19
3723.215  1.0070e-18
3723.837  1.2408e-19
3724.458  2.3667e-18
3725.080  4.4695e-18
3725.702  1.0746e-18
3726.323 -5.1293e-19
3726.945  6.2692e-19
3727.566  2.7276e-18
3728.188 -2.0463e-19
3728.810 -2.3987e-18
3729.431 -2.3918e-19
3730.053  2.2570e-18
3730.674  9.4140e-19
3731.296 -2.2829e-18
3731.917 -1.9745e-18
3732.539 -4.2007e-19
3733.160 -9.6670e-20
3733.782 -5.3513e-19
3734.404  1.1676e-18
3735.025  2.2356e-18
3735.647  1.3737e-18
3736.268  1.8319e-18
3736.890 -4.9327e-19
3737.511 -2.5317e-18
3738.133 -1.9491e-18
3738.755 -2.1893e-18
3739.376  6.4161e-19
3739.998  1.5146e-18
3740.619  9.0662e-19
3741.241  1.1685e-18
3741.863  6.6319e-19
3742.484  1.1276e-18
3743.106  7.5080e-19
3743.727  1.7320e-18
3744.349  3.2653e-18
3744.970  2.9086e-18
3745.592  3.1373e-18
3746.214  5.0316e-18
3746.835  2.9115e-18
3747.457  5.1321e-18
3748.078  3.5820e-18
3748.700  1.0365e-18
3749.321  2.9021e-18
3749.943  9.7195e-19
3750.564  1.4037e-18
3751.186 -4.1186e-19
3751.808 -1.1874e-18
3752.429  9.1878e-19
3753.051  2.1585e-18
3753.672  4.6391e-18
3754.294  3.6946e-18
3754.916  3.6706e-19
3755.537  8.3300e-19
3756.159  1.7205e-18
3756.780  6.4513e-19
3757.402  1.7074e-18
3758.023  1.2772e-18
3758.645  1.1186e-18
3759.267  2.3140e-18
3759.888  1.0238e-18
3760.510 -4.4690e-19
3761.131  4.5839e-19
3761.753  1.8696e-19
3762.374  6.7133e-19
3762.996  5.4084e-19
3763.617  1.8675e-18
3764.239  1.7362e-18
3764.861 -2.5989e-19
3765.482  5.0127e-19
3766.104 -2.9253e-19
3766.725  6.8669e-19
3767.347  5.4071e-19
3767.969 -6.6879e-19
3768.590  3.8764e-19
3769.212 -6.7651e-19
3769.833  1.2112e-18
3770.455  1.2653e-18
3771.076  1.5900e-18
3771.698  1.4560e-18
3772.320  1.1809e-18
3772.941 -1.4182e-18
3773.563 -1.8708e-18
3774.184  1.6824e-18
3774.806  5.6706e-19
3775.427 -5.7633e-19
3776.049  5.4094e-19
3776.670  1.4172e-18
